"Order Number","Po Number","Order Date","Status","SKU Code","Order Savings","Invoiced Amt","Product Title","PTS","Ordered QTY","Ordered Amt","Invoiced Items","Bounced  order Qunatity","CFA Name","Division","SKU Count"
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120486",0,"0.00","LONAZEP-MD0.5","20.90",30,"702.24",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120461",0,"0.00","ENCORATE","21.21",30,"712.66",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120465",0,"0.00","ENCORATE-CHRONO 300","43.84",30,"1473.02",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120484",0,"0.00","LONAZEP2","25.40",30,"853.44",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120487",0,"0.00","LONAZEP-MD1","27.64",30,"928.70",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001123120",0,"0.00","ENCORATE 200 ML BTL SYNERGY","93.60",30,"3144.96",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120531",0,"0.00","ZONISEP100","147.86",30,"4968.10",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120091",0,"0.00","MAXGALIN150","110.57",30,"3715.15",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120494",0,"0.00","MACORATECR600","67.50",30,"2268.00",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120489",0,"0.00","MACORATE200","23.79",30,"799.34",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120100",0,"0.00","MAXGALINMER150","118.93",30,"3996.05",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001116384",0,"0.00","ENCORATE 100 ML 1BTL SYNERGY","41.62",30,"1398.43",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120097",0,"0.00","MAXGALINM150","115.71",30,"3887.86",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001159019",0,"0.00","MAXGALIN M 75 15'S","173.57",30,"5831.95",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001157890",0,"0.00","GABANTIN NT 200MG TABLETS","99.64",30,"3347.90",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001121045",0,"0.00","THEALIFE","97.02",30,"3434.51",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120131",0,"0.00","ZEPTOL-CR300","12.96",30,"435.46",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120132",0,"0.00","ZEPTOL-CR400","17.49",30,"587.66",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120028",0,"0.00","ZEPTOL100","4.32",30,"145.15",0,30,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120475",0,"0.00","GABANTINPLUS","41.79",30,"1404.14",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120474",0,"0.00","GABANTIN FORTE","137.25",30,"4611.60",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120473",0,"0.00","GABANTIN400","172.93",30,"5810.45",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120030",0,"0.00","ZEPTOL-CR200","17.20",40,"770.56",0,40,"7401-SPDL DEPOT-SILIGURI","SIRIUS",1
"sunpc-14847",,"2023-12-28 16:05:47","SubmittedByCustomer","000000000001120471",0,"0.00","GABANTIN-100","29.57",30,"993.55",0,30,"7401-SPDL DEPOT-SILIGURI","SYNERGY",1
